Iteration no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,220,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,221,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,222,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,223,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,224,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,225,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,226,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,227,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,228,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,229,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,230,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,231,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,232,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,233,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,234,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,235,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,236,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,237,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,238,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,239,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,240,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,241,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,242,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,243,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,244,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,245,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,246,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,247,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,248,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,249,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,,,,,,,,,,,250,18.04555297
,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,251,18.53448595
